adress,rating,nbreviews,latitude,longitude,distance
"36 boulevard des Italiens, 75009 Paris, France",4,112,48.871288,2.326233,817.3432372988052
"397 rue de Vaugirard, 75015 Paris, France",4,907,48.8337671,2.2816483,5717.239931524888
"10 Passage Rochebrune, 75011 Paris, France",4.5,40,48.8619441,2.3799355,3248.4090704691826
"rue du Faubourg Montmartre, 75009 Paris, France",4,925,48.8745339,2.3329584,600.186930192675
"30 boulevard des Italiens, 75009 Paris, France",4,1408,48.8714147,2.3268172,778.2937476195173
"30 rue des Volontaires, 75015 Paris, France",4,263,48.8411216,2.2992982,4236.423718881362
"57 rue de Rome, 75008 Paris, France",4.5,16,48.8792564,2.3129455,2056.178783426505
"166 boulevard de Grenelle, 75015 Paris, France",4,77,48.8479626,2.2918695,4118.680179798439
"6 rue Duphot | Hotel Le Burgundy, 75001 Paris, France",4,51,48.8681194,2.3170171,1490.5983581596251
"15 rue d Armaille, 75017 Paris, France",4.5,289,48.8779284,2.2827624,4080.5862658014908
"41 avenue de Segur, 75007 Paris, France",4.5,266,48.8505442,2.3004567,3445.410345982694
"1 rue Saint Jacques, 75005 Paris, France",3.5,22,48.8520958,2.3376435,1982.000370807061
"46 rue de Montmorency, 75003 Paris, France",4.5,245,48.8636159,2.3446381,886.6275126813925
"66 rue de Londres, 62520 Le Touquet – Paris-Plage, France",4.5,736,50.5236979,1.5752334,191882.03531714185
"10 rue Lagrange, 75005 Paris, France",4,115,48.8514377,2.3389649,2058.9224578590347
"10 rue Saint Julien le Pauvre, 75005 Paris, France",4.5,147,48.852408,2.338253,1948.5221128700834
"150 boulevard du Montparnasse, 75014 Paris, France",4.5,86,48.8402968,2.3252837,3407.3980087456725
"23 B avenue de la Motte Picquet, 75007 Paris, France",4.5,21,48.8554515,2.2989257,3229.805929985525
"19 rue du Dragon, 75006 Paris, France",3.5,12,48.8531383,2.3220993,2168.774653143637
"25 Place des Vosges, 75003 Paris, France",4,32,48.8563299,2.3568113,2082.877012546907
"78 avenue de la Grande Armee, 75017 Paris, France",3.5,42,48.8775087,2.2848125,3924.117696762514
"14 rue Daguerre, 75014 Paris, France",4,80,48.8339299,2.3212511,4168.6306820310665
"20 rue de Monttessuy, 75007 Paris, France",4.5,497,48.8595421,2.2897497,3658.5013299330476
"Marche Des Enfants Rouges, 75003 Paris, France",4.5,279,48.862755,2.3620004,1980.3858251684242
"10 rue Breguet, 75011 Paris, France",4.5,132,48.85657,2.3634516,2426.342821744057
"22 boulevard de Clichy, 75018 Paris, France (Formerly Maison Pigalle)",4,1746,48.8826514,2.3287087,1546.4304684721044
"21 rue de Seine, 75006 Paris, France",4.5,70,48.8564447,2.3280209,1642.1290875642092
"10 rue Marie Stuart, 75002 Paris, France",4,241,48.8651684,2.3391228,546.3171201493461
"16 rue la Fayette, 75009 Paris, France",4.5,388,48.8733708,2.3264575,875.2806362627157
"4 rue du Mail, 75002 Paris, France",4.5,594,48.86637,2.3328481,507.4948022872196
"214 rue de Rivoli, 75001 Paris, France",4.5,680,48.8647564,2.3296176,798.7593701297575
"31 avenue George V, 75008 Paris, France",4.5,668,48.868797,2.2914748,3347.6355352938804
"51 boulevard Garibaldi, 75015 Paris, France",4.5,253,48.8463305,2.2991127,3827.2944973917106
"101 rue Oberkampf, 75011 Paris, France",4.5,228,48.8656754,2.3679882,2299.972547108164
"17 rue Moliere, 75001 Paris, France",4,202,48.8653011,2.3273563,885.0285873240072
"6 rue Edouard VII, 75009 Paris, France",4,770,48.8710493,2.3294214,583.5436914910318
"62 rue Madame, 75006 Paris, France",4,85,48.8469256,2.3225975,2771.2107352838
"25 rue de Vaugirard | Near Parc du Luxembourg, 75006 Paris, France",3.5,122,48.8472201,2.3266507,2639.5236607976963
"16 rue de la Verrerie, 75004 Paris, France",4,331,48.85731,2.3550484,1915.1376704112547
"14 rue de Seze, 75009 Paris, France",4,42,48.8705313,2.317846,1418.097689606978
"46 rue de la Fontaine au Roi, 75011 Paris, France",4.5,489,48.867961,2.36423,1988.0806153025794
"7 B rue du Colonel Driant, 75001 Paris, France",4.5,739,48.8630982,2.3317765,856.2518652234739
"5 rue de Clichy, 75009 Paris, France",4,147,48.8768088,2.3219669,1352.8738013693244
"3 rue Eugene Varlin, 75010 Paris, France",4,519,48.8778208,2.3563301,1651.3910333424153
"1 avenue de la Republique | Novotel Paris Est, 93177 Bagnolet, France",3,18,48.8633304,2.4074116,5186.755916513355
"12 rue la Fayette, 75009 Paris, France",4.5,1015,48.8733011,2.3260126,901.373854632988
"5 rue du Colonel Driant, 75001 Paris, France",4.5,757,48.8632133,2.3319178,840.123438879021
"184 rue Saint Martin, 75003 Paris, France",4,388,48.8628031,2.3524354,1365.951136472076
"7 rue Rambuteau, 75004 Paris, France",3.5,175,48.860243,2.3473959,1308.5417782662396
"6 rue Geoffroy L Angevin, 75004 Paris, France",4.5,170,48.8606187,2.3544723,1631.9393313883024
"31 avenue Franklin Delano Roosevelt, 75008 Paris, France",4.5,279,48.8674392,2.3098377,2021.1331759689808
"71 rue de la Folie Mericourt, 75011 Paris, France",4.5,130,48.8656632,2.3616343,1847.913592559882
"78 rue de Charonne, 75011 Paris, France",4.5,309,48.853507,2.3716068,3108.139384554757
"89 rue Saint Charles, 75015 Paris, France",4,280,48.8463729,2.2767624,5139.264388190013
"4 rue de Beaujolais, 75001 Paris, France",3.5,40,48.8660564,2.3303639,659.775006908531
"153 rue de Grenelle | Metro: ligne 8 :La Tour Maubourg /École Militaire, 75007 Paris, France",4.5,65,48.8582766,2.304264,2735.774843579882
"36 rue de Paris, 77990 Le Mesnil-Amelot, France",4,319,49.0194784,2.5771579,24158.695728899635
"6 Passage Brady, 75010 Paris, France",4,130,48.8711631,2.3470724,734.3336785653489
"68 Rue Pierre Chaton, 75008 Paris, France",4,68,48.8698987,2.2956978,3036.404043556763
"25 avenue du Maine, 75015 Paris, France",4.5,145,48.8431528,2.3124905,3482.641928088697
"17 rue du Pont Louis Philippe | Le Marais, 75004 Paris, France",4.5,189,48.8555462,2.3471315,1755.0970751290554
"5 rue de Poissy, 75005 Paris, France",5,442,48.8499293,2.3533555,2516.9144176317873
"5 rue Humblot, 75015 Paris, France",4.5,76,48.8510094,2.2845327,4390.005418598339
"95 rue de Richelieu, 75002 Paris, France",4.5,614,48.8710965,2.3394257,208.27169595504378
"118 rue Amelot, 75011 Paris, France",4,281,48.8638312,2.3583596,1688.421322685854
"2 Place D Italie | Ou 76 Avenue des Gobelins, 75013 Paris, France",3.5,277,48.8310797,2.3525937,4462.8707661341505
"1 B rue Jean Mermoz, 75008 Paris, France",4,130,48.8701447,2.3020493,2571.9666693269255
"41 avenue Mozart, 75016 Paris, France",4,261,48.855173,2.2614099,5782.382396776413
"15 rue Alibert, 75010 Paris, France",4.5,44,48.8716249,2.3585216,1570.0649883310164
"34 Place du Marche Saint Honore, 75001 Paris, France",3.5,150,48.8669915,2.3236593,1043.3540152308792
"1 rue du Mont Thabor, 75001 Paris, France",4.5,179,48.8653575,2.3206993,1309.9680518333487
"30 rue Notre Dame de Nazareth, 75003 Paris, France",4.5,334,48.8673852,2.3508411,1035.8700052819192
"31 avenue de la Bourdonnais, 75007 Paris, France",3.5,183,48.8589034,2.289824,3676.411429037742
"92 rue de la Reunion, 75020 Paris, France",4.5,492,48.8571121,2.3912021,4198.228313574631
"60 rue du Cherche Midi, 75006 Paris, France",4,110,48.8487771,2.316019,2816.014290614476
"99 avenue des Ternes, 75017 Paris, France",4,231,48.8803995,2.2769531,4558.452063290435
"6 rue Gassendi, 75014 Paris, France (Formerly Chez Papa Paris 14)",4,536,48.8359387,2.3186547,4014.896100180173
"13 rue Jean Beausire, 75004 Paris, France",5,498,48.8545233,2.368052,2831.9278550861477
"34 quai de la Marne, 75019 Paris, France",3.5,382,48.8902985,2.375474,3600.5565343868807
"16 rue Dupetit Thouars, 75003 Paris, France",4.5,474,48.8656544,2.352851,1238.2339859261988
"25 rue Mazarine, 75006 Paris, France",5,1326,48.854873,2.3292471,1771.5040940976764
"15 avenue Montaigne, 75008 Paris, France",3.5,723,48.8657062,2.2943856,3167.3272758877915
"59 rue des Gravilliers | 75003 Paris, 75003 Paris, France",4.5,164,48.8643362,2.3459718,892.0508382403349
"32 avenue de Paris, 94800 Villejuif, France",4,59,48.8045126,2.3546391,7383.751588879777
"18 rue du Faubourg Poissonniere | Angle rue de l'Echiquier, 75010 Paris, France",4,240,48.8758401,2.3416997,735.7497958608027
"2 rue de la Paix, 75002 Paris, France",4.5,41,48.8684234,2.3219107,1131.461158028775
"61 rue du Faubourg Saint Martin, 75010 Paris, France",4.5,326,48.8716708,2.3482236,828.6065657575391
"57 Passage des Panoramas, 75002 Paris, France",4.5,932,48.8712695,2.332824,354.3947113548893
"32 rue de Turenne, 75003 Paris, France",4.5,23,48.8572191,2.3558952,1965.113779751458
"7 rue du General Blaise, 75011 Paris, France",3.5,65,48.8615749,2.3695573,2541.3221791152705
"53 rue des Petits Champs, 75001 Paris, France",3,61,48.8671573,2.3261638,864.4628021463939
"5 rue des Petits Hotels, 75010 Paris, France",4.5,199,48.8772253,2.3457453,1024.5248898389914
"3 rue du Pre aux Clercs, 75007 Paris, France",4.5,139,48.8565471,2.3216263,1873.6115837544382
"16 rue des Halles, 75001 Paris, France",4,294,48.8599752,2.3380127,1107.149164400983
"22 rue du Moulin des Pres, 75013 Paris, France",4.5,187,48.8285727,2.3439051,4623.407773885524
"168 rue Montmartre, 75002 Paris, France",3.5,416,48.8706653,2.3342386,232.826288812483
"5 rue Saint Bernard, 75011 Paris, France",4.5,97,48.8507972,2.3813871,3868.29628839768
"56 boulevard de Port Royal, 75005 Paris, France",5,1051,48.8377332,2.3462196,3638.96825932151
"17 rue Bois le Vent, 75016 Paris, France",4,67,48.857513,2.2755075,4719.762079882617
"25 quai de la Tournelle, 75005 Paris, France",5,380,48.8500709,2.3453589,2285.9613100230886
"81 rue de Seine, 75006 Paris, France",4,732,48.8533513,2.3283021,1954.0591192345257
"2 rue Saint Mathieu | Eglise saint Bernard, 75018 Paris, France",4.5,26,48.8862428,2.3469368,1949.553702055289
"41 rue la Fayette, 75009 Paris, France",4.5,8,48.8747282,2.3303762,732.1526264486014
"14 rue Gregoire de Tours, 75006 Paris, France",4,373,48.8531616,2.3289608,1958.5746744664311
"3 rue Rougemont, 75009 Paris, France",4.5,460,48.8714958,2.3370242,175.9708495324617
"42 avenue Gabriel, 75008 Paris, France",4.5,188,48.8697207,2.3046364,2382.7323757800864
"136 rue du Faubourg Poissonniere, 75010 Paris, France",4.5,211,48.8806406,2.3413039,1229.2634997781151
"108 rue Saint Lazare | Hotel Hilton Paris Opera, 75008 Paris, France",3,319,48.8755938,2.3168042,1620.5222822712058
"53 rue des Martyrs, 75009 Paris, France (Formerly La Petite bretonne)",4,258,48.880324,2.3314352,1231.8059839227747
"29 rue Mazarine, 75006 Paris, France",4.5,1116,48.8546576,2.3293723,1791.1871125498453
"71 avenue de Choisy, 75013 Paris, France",3.5,329,48.8234522,2.3530667,5295.419177391582
"13 rue Saint Sabin, 75011 Paris, France",4.5,225,48.8553603,2.3630942,2490.9714207557977
"30 rue Montorgueil, 75001 Paris, France",4.5,446,48.8637562,2.3379721,687.42225929448
"98 rue Marcadet | Angle rue Ramey, 75018 Paris, France",4.5,185,48.8891975,2.3407279,2159.131394004344
"14 rue de Cadix, 75015 Paris, France",4.5,284,48.8338134,2.2808083,5757.51336015991
"1 rue Saint Sulpice, 75006 Paris, France",4.5,108,48.851428,2.3293386,2135.1646273449364
"10 rue Lamarck, 75018 Paris, France",4.5,569,48.8868963,2.3358511,1890.5121549792484
"29 rue de Cotte, 75012 Paris, France",4.5,330,48.8502973,2.3693741,3208.6802663272315
"127 rue Caulaincourt, 75018 Paris, France",4.5,19,48.8899164,2.3334436,2240.721779946955
"51 rue du Theatre, 75015 Paris, France",4.5,161,48.8486722,2.2890319,4243.184382451905
"12 Passage de la Canopee | Westfield Forum des Halles, 75001 Paris, France",3.5,1070,48.8625168,2.3449311,998.0389016580453
"Championnet Road 195, 75018 Paris, France",4.5,164,48.8939415,2.323443,2854.7321788590884
"29 rue Saint Placide, 75006 Paris, France",4,59,48.8488996,2.3168681,2770.797478976585
"Paris Charles De Gaulle Airport | Terminal 1, Level 2 - CDGVAL, Public Area, 95700 Roissy-en-France, France",2.5,361,49.0017243,2.4757822,17811.605351821217
"12 rue de la Ferronnerie | Place Marguerite de Navarre, 75001 Paris, France",4,411,48.8604151,2.3380894,1058.6313053834836
"94 boulevard de la Tour Maubourg | vue sur le Dôme des Invalides, 75007 Paris, France",4,132,48.8571789,2.2865275,3968.9857693293307
"74 avenue Kleber, 75116 Paris, France",4.5,334,48.8675875,2.281074,4114.264192253719
"16 rue Letort, 75018 Paris, France",4,82,48.8943582,2.3345775,2724.4359940117088
"61 rue de Bretagne, 75003 Paris, France",4,48,48.8639837,2.3515194,1237.1684836415532
"10 Allee du Verger | Novotel Paris Roissy CDG Convention Hotel, 95700 Roissy-en-France, France",3,101,48.9990144,2.5086933,19051.60719018102
"6 rue du Faubourg Montmartre, 75009 Paris, France (Formerly Mersea Faubourg Montmartre)",4.5,573,48.8719371,2.334571,296.1773200120962
"107 rue de Rivoli | Musée des Arts Décoratifs, 75001 Paris, France",4,976,48.8631733,2.3247979,1177.7327137667846
"45 rue Montorgueil, 75002 Paris, France",4.5,121,48.8649769,2.3379883,552.3604158366446
"5 rue Violet, 75015 Paris, France (Formerly Le Beaufou Perugia)",4.5,395,48.8495962,2.2862399,4360.164706608785
"31 avenue George V | Four Seasons Hotel, 75008 Paris, France",5,330,48.8687441,2.2920841,3303.3306610027503
"6 rue Vivienne, 75002 Paris, France",4,1069,48.8671498,2.3304886,580.1821717635843
"185 rue du Temple | Metro Temple ; Metro Republique, 75003 Paris, France",4.5,599,48.8658481,2.3521565,1183.057973825762
"51 rue de Laborde, 75008 Paris, France",3.5,162,48.8753049,2.3085199,2182.284366465106
"21 quai Saint Michel, 75005 Paris, France",4.5,598,48.8533178,2.3365391,1846.5259560181698
"22 boulevard Saint Germain, 75005 Paris, France",3.5,17,48.8496628,2.353507,2548.2884011875767
"13 rue Rougemont | (Grand Rex, Grands Boulevards, Opéra), 75009 Paris, France",4.5,208,48.8713056,2.3380844,166.94844088149716
"48 rue Monsieur le Prince, 75006 Paris, France",4.5,69,48.8485353,2.3317489,2411.018038462691
"22 rue la Bruyere | 22 rue la Bruyère, 75009 Paris, France",5,436,48.8793273,2.3352736,1055.8186673583577
"24 rue la Vieuville, 75018 Paris, France",5,512,48.8847338,2.3318481,1693.4917453948042
"2 rue Germain Pilon, 75018 Paris, France",5,2395,48.8830209,2.3276757,1615.2849550548729
"6 rue de Maubeuge, 75009 Paris, France",4.5,143,48.8762508,2.3322355,792.6735965186213
"17 rue des Ecouffes, 75004 Paris, France",4,82,48.8569385,2.3497681,1710.726351490093
"65 rue de Prony, 75017 Paris, France",4,20,48.8828418,2.3026052,2910.391856039357
"212 B boulevard Pereire | 212 bis boulevard Pereire, 75017 Paris, France",4.5,894,48.879741,2.2781614,4454.58971817462
"97 rue Rambuteau, 75001 Paris, France",3,152,48.862462,2.3390335,839.7144797385231
"133 rue de Sevres, 75006 Paris, France",4,83,48.8472016,2.3092869,3248.7092921749477
"2 rue de la Butte aux Cailles, 75013 Paris, France",4,27,48.8282038,2.3436771,4662.476909073806
"52 rue de Clignancourt, 75018 Paris, France",3.5,17,48.8877049,2.3392058,1983.1672422878776
"74 rue Jean Jacques Rousseau, 75001 Paris, France",4,303,48.8645093,2.3358766,609.3148337862908
"41 rue Notre Dame de Nazareth, 75003 Paris, France",4.5,178,48.8674672,2.3488334,892.6176999639937
"42 Cour Saint Emilion, 75012 Paris, France",3,908,48.8331956,2.378244,5068.229060308231
"83 rue Daguerre, 75014 Paris, France (Formerly RawCakes)",4.5,93,48.8842773,2.3342276,1611.5205053638654
"11 quai de Montebello, 75005 Paris, France",4.5,268,48.8516948,2.3406601,2041.975272879341
"217 avenue Daumesnil, 75012 Paris, France",4.5,481,48.8385275,2.3903775,5226.248872233133
"18 rue de Fleurus | 37 Rue D'assas, 75006 Paris, France",4,224,48.8471946,2.321607,2772.6797362862317
"76 rue du Faubourg Poissonniere, 75010 Paris, France",5,78,48.8763803,2.3398964,744.8956044194853
"82 rue Halle, 75014 Paris, France",4.5,45,48.8286831,2.32221,4714.696832557906
"71 rue des Dames, 75017 Paris, France",4,1144,48.8835157,2.3118335,2393.894574230371
"46 rue Balard, 75015 Paris, France",4.5,69,48.841701,2.2687877,5908.041047540615
"137 rue Montmartre, 75002 Paris, France",4.5,365,48.8698829,2.3338784,243.87552857474495
"22 rue Surcouf, 75007 Paris, France",4.5,388,48.8605358,2.3091471,2302.7832084803563
"3 rue de la Michodiere, 75002 Paris, France",4.5,223,48.8692046,2.3256406,850.0795156928688
"20 rue du Debarcadere, 75017 Paris, France",4.5,161,48.8780652,2.2767849,4511.242780959756
"29 rue Bois le Vent, 75016 Paris, France",4,214,48.8575355,2.2739898,4825.328027661322
"117 boulevard de Grenelle | Métro la motte picquet grenelle, 75015 Paris, France",4.5,433,48.8490911,2.2899624,4160.693266011584
"11 rue Brochant, 75017 Paris, France",4.5,231,48.8886224,2.3084867,2956.056269789472
"1 boulevard de Courcelles | 1 Boulevard de Courcelles, 75008 Paris, France",3.5,210,48.8810482,2.3074642,2502.9440018906844
"78 avenue de Villiers | 10m du métro Wagram / 500m du RER C Pereire, 75017 Paris, France",4.5,134,48.8839272,2.2954443,3428.79358250359
"75011 Paris, France",5,239,48.8600648,2.3465266,1290.2016540640186
"81 rue d Alesia, 75014 Paris, France",4,239,48.8276809,2.3190269,4881.428253749546
"2 Place Franz Liszt, 75010 Paris, France",4,102,48.8775369,2.3430429,948.4387580879869
"41 rue de la Croix Nivert, 75015 Paris, France",4.5,127,48.8456986,2.2897746,4392.820185316006
"30 rue Debelleyme, 75003 Paris, France",4,621,48.8620345,2.3548777,1561.454760640468
"10 rue Saulnier, 75009 Paris, France",4.5,142,48.8749354,2.3358325,566.9517369957209
"15 rue de la Sante, 75013 Paris, France",4.5,389,48.8371957,2.3332783,3649.9315512287867
"74 rue de la Folie Mericourt, 75011 Paris, France",4.5,469,48.8656622,2.3618596,1863.876652253947
"83 rue du Faubourg Saint Martin, 75010 Paris, France",4.5,71,48.8728261,2.3483949,879.4808062138814
"51 boulevard Pereire, 75017 Paris, France",4.5,10,48.887475,2.2992119,3396.0961582353225
"9 rue Victor Cousin, 75005 Paris, France",4.5,7,48.8476825,2.3424713,2502.2401758229357
"7 rue Paul Baudry, 75008 Paris, France",4.5,125,48.8724813,2.3072571,2209.3515591961363
"67 Rue du Faubourg Montmartre, 75009 Paris, France",5,81,48.8765237,2.3395618,754.3409866271
"28 boulevard Haussmann, 75009 Paris, France",3.5,90,48.8728521,2.3262777,863.7263122990429
"24 rue Feydeau, 75002 Paris, France",4.5,189,48.8701396,2.3404002,234.46219432820334
"19 Place de la Madeleine, 75008 Paris, France",4,153,48.870802,2.3152426,1609.8697349154027
"35 boulevard Haussmann, 75009 Paris, France",3.5,26,48.8731534,2.3216504,1193.6734257422263
"6 rue Bailleul, 75001 Paris, France",4,467,48.8610435,2.3331667,1030.2263345889
"5 rue du Pot de Fer, 75005 Paris, France",4.5,176,48.8428971,2.3403743,3013.490507229009
"38 avenue de Suffren, 75015 Paris, France",4,189,48.854672,2.2863993,4085.4132465406
"25 rue du Roi de Sicile, 75004 Paris, France",4,246,48.8563773,2.3487842,1727.3060081767048
"8 rue Aristide Bruant | 8 Rue Aristide Bruant, 75018 Paris, France",4.5,102,48.8853382,2.3266394,1880.9050657100343
"33 rue Veron, 75018 Paris, France",4,66,48.8851672,2.325949,1885.0957926274784
"10 boulevard Poissonniere, 75009 Paris, France",4.5,353,48.8710891,2.3469705,725.4943644825723
"121 boulevard Bessieres, 75008 Paris, France",4,6,48.8945744,2.3061584,3559.9107584752505
"22 avenue de Tourville, 75007 Paris, France",4.5,182,48.8543283,2.2984446,3323.794264794534
"2 rue Casimir Delavigne, 75006 Paris, France",4.5,146,48.8509533,2.3393414,2114.5336381686034
"5 rue Damremont, 75018 Paris, France",4.5,558,48.8875349,2.3236897,2194.3488145034826
"70 rue Myrha | 70 Rue Myrha, 75018 Paris, France",4,86,48.8868753,2.3423919,1923.2231435671642
"10 Place Gambetta, 75020 Paris, France",3.5,35,48.8651605,2.389281,3845.0922044982026
"58 rue Rambuteau, 75003 Paris, France",4.5,329,48.8617815,2.342749,991.2558605542107
"2 rue Francoeur, 75018 Paris, France",4,59,48.8899875,2.3340524,2243.546623827573
"60 rue Quincampoix, 75004 Paris, France",4.5,277,48.8614604,2.3423527,1012.8336187323707
"24 rue Lucien Sampaix, 75010 Paris, France",4.5,310,48.8723391,2.3614096,1790.1238904746099
"58 rue la Fayette, 75009 Paris, France",4.5,69,48.8753859,2.3336929,660.2327801440565
"38 rue Marx Dormoy, 75018 Paris, France",4,24,48.8870324,2.351317,2164.5765211762105
"32 avenue Daumesnil, 75012 Paris, France",4.5,266,48.8469106,2.3668457,3353.328579951871
"48 rue Saint Georges, 75009 Paris, France",4.5,425,48.8772478,2.3286416,1028.1886824534945
"9 rue Jean Pierre Timbaud, 75011 Paris, France",4,37,48.8651111,2.3584783,1644.7623823088732
"69 rue de Grenelle, 75007 Paris, France",4,122,48.855089,2.3154409,2292.45624304114
"5 rue de la Montagne Ste Genevieve, 75005 Paris, France",4.5,455,48.8492638,2.3489707,2452.4587279014313
"168 rue du Faubourg Saint Denis | Close to Gare du Nord Station, 75010 Paris, France",4,106,48.8784076,2.3409176,982.1145595776666
"13 rue de la Roquette | Street Bastille, 75011 Paris, France",4,143,48.8543289,2.3693043,2918.224935402551
"111 rue Reaumur, 75002 Paris, France",4,1879,48.8680341,2.3347352,276.97098612214955
"5 Place de l Alma | 1 avenue georges V, 75008 Paris, France",4.5,295,48.8688951,2.2961291,3007.0401140071776
"29 rue de l Exposition, 75007 Paris, France",4.5,109,48.8571016,2.294735,3418.451986383692
"25 rue de Charonne, 75011 Paris, France",4.5,64,48.8533764,2.366409,2818.6798996026027
"23 rue Frederic Sauton, 75005 Paris, France",5,599,48.8505652,2.3403946,2164.500059816169
"19 rue Lauriston, 75116 Paris, France",4.5,180,48.8714325,2.2924576,3277.672432240101
"14 rue Lobineau, 75006 Paris, France",4,120,48.8517747,2.3270926,2148.9905160075828
"46 rue Galande, 75005 Paris, France",4,34,48.8517492,2.3382534,2021.7245422123601
"132 boulevard Haussmann | La Villa Haussmann, 75008 Paris, France",3.5,16,48.8753469,2.3079712,2222.1638735673687
"252 rue du Faubourg Saint Honore | A l'etage de la Salle Pleyel, 75008 Paris, France",3.5,232,48.8769942,2.2987756,2919.131656619829
"35 avenue des Champs Elysees, 75008 Paris, France",3.5,1116,48.8697837,2.2976802,2891.450924831612
"22 rue Crespin du Gast, 75011 Paris, France",4,23,48.8651517,2.3735102,2707.3666315056244
"9 rue Cadet, 75009 Paris, France",4.5,238,48.8749405,2.3341829,600.8103864799122
"153 quai de Valmy, 75010 Paris, France",4.5,213,48.8780331,2.3567682,1691.0802582890335
"63 rue Traversiere, 75012 Paris, France",4.5,179,48.8491213,2.3746056,3582.01711554962
"11 boulevard de Bonne Nouvelle | Transports en commun Metro Bonne nouvelle M8 et M9 Sortie 5, 75002 Paris, France",4.5,385,48.8701261,2.3444981,533.3896341006279
"128 boulevard de Clichy, 75018 Paris, France",4,76,48.8847924,2.3203617,2062.537371050706
"8 avenue de la Grande Armee | Arc de Triomphe, 75017 Paris, France",4,144,48.8748755,2.2841204,3921.922561249234
"15 rue Letort, 75018 Paris, France",5,435,48.894365,2.3342264,2727.125520696401
"15 rue Boissy d'Anglas, 75008 Paris, France (Formerly Stay)",4.5,134,48.86841,2.3125936,1808.4496061021784
"23 rue de Lourmel, 75015 Paris, France",5,113,48.8490901,2.2823499,4633.788646430414
"5 rue du Bac, 75007 Paris, France",4.5,387,48.8590789,2.3202999,1727.17323140718
"1 rue de Provence, 75009 Paris, France",4.5,35,48.873938,2.3332577,532.4066028354146
"12 rue Mabillon, 75006 Paris, France",3.5,38,48.8520125,2.3263422,2143.9344858285867
"1 rue de Gribeauval, 75007 Paris, France",4.5,225,48.8563399,2.3187725,2024.615058117722
"61 bis rue de Monceau, 75008 Paris, France",3.5,436,48.878878,2.3031891,2680.306757696972
"2 rue des Petits Champs, 75002 Paris, France",4,345,48.8662054,2.3309895,614.491326546403
"184 rue de Grenelle, 75007 Paris, France",5,39,48.8578408,2.2974527,3203.4757719914974
"45 rue des Petits Carreaux, 75002 Paris, France",4.5,90,48.8682321,2.3386635,215.43728596621432
"106 rue de Turenne, 75003 Paris, France",4.5,43,48.8627521,2.3561205,1596.176695897859
"44 rue Dalayrac, 75002 Paris, France",4.5,253,48.8681084,2.3267627,790.3521054491974
"9 Rue de L_Ecole de Medecine, 75006 Paris, France",4.5,132,48.850678,2.3328968,2162.5690990587805
"112 rue Saint Dominique, 75007 Paris, France",4,92,48.8584971,2.2934456,3444.178531295149
"8 boulevard de l Hopital, 75005 Paris, France",4,16,48.8427738,2.3543297,3267.7958635749214
"42 rue Veron | Metro : Blanche Ou Abesses, 75018 Paris, France",4.5,249,48.8850569,2.3324448,1719.083269652805
"18 boulevard Saint Germain, 75005 Paris, France",3.5,76,48.8496691,2.3450528,2323.49511737312
"1 rue Berthollet, 75005 Paris, France",4.5,208,48.8399441,2.3373275,3332.967387969525
"5 B rue la Vieuville, 75018 Paris, France",3.5,550,48.8847633,2.3303611,1725.0725628825792
"5 rue de Buci, 75006 Paris, France",3.5,538,48.8536799,2.3293292,1895.4574348478452
"5 rue Poulbot, 75018 Paris, France",4.5,401,48.886758,2.3310901,1925.28978364883
"1 rue Sidi Brahim, 75012 Paris, France",4.5,38,48.8385113,2.3906005,5239.604351278027
"22 rue Jean Nicot, 75007 Paris, France",5,8,48.8601769,2.2986518,3021.4491882103594
"20bis Rue de Douai, 75009 Paris, France",4.5,2063,48.8819198,2.3257563,1575.7139953737112
"21 rue Duphot, 75001 Paris, France",3.5,103,48.8687953,2.3165771,1514.4464838200588
"72 rue du Cherche Midi, 75006 Paris, France",4.5,80,48.8483419,2.3151716,2890.6557252019043
"10 Place de la Concorde | Hotel de Crillon, 75008 Paris, France",5,109,48.867274,2.3123399,1842.8393882264547
"10 Place de la Concorde | Hotel de Crillon, 75008 Paris, France",4,188,48.867274,2.3123399,1842.8393882264547
"10 Place de la Concorde | Hotel de Crillon, A Rosewood Hotel, 75008 Paris, France",4,60,48.867274,2.3123399,1842.8393882264547
"73 avenue Niel, 75017 Paris, France",4.5,118,48.8823649,2.2958794,3324.529595362166
"205 rue du Faubourg Saint Honore | 27 Avenue Hoche, 75008 Paris, France",4,200,48.8763301,2.293131,3301.831681189049
"9 rue d Alger, 75001 Paris, France",4,441,48.8654663,2.3209377,1289.2130587300617
"9 rue Coquilliere, | Angle Rue Clémence Royer, Près de la Bourse de Commerce-Pinault Collection, Face au Jardin Nelson Mandela, 75001 Paris, France",4,292,48.8629041,2.3336244,822.8924296167262
"14 rue du Moulin des Pres, 75013 Paris, France",5,24,48.8291823,2.3438898,4555.889808388018
"3 rue Saint Augustin, 75002 Paris, France",4.5,282,48.8688156,2.3290325,610.7143789459913
"48 avenue de France, 75013 Paris, France",4,18,48.8265837,2.3721173,5453.61502753555
"26 boulevard Saint-Germain, 75005 Paris, France",4.5,241,48.8497085,2.3440191,2301.7144914378714
"36 avenue de Choisy, 75013 Paris, France",4.5,273,48.8224024,2.3544272,5431.60093622995
"12 rue de Caumartin, 75009 Paris, France",4.5,628,48.8710686,2.319493,1302.2872430737393
"14 rue Sauval, 75001 Paris, France",5,375,48.8620019,2.3339159,912.6684603188521
